PERSON,Date,LOCATION 1,Latitude,Longitude
"Innes, Lewis",27 July 1677,Paris,48.5109,2.2034
"Innes, Lewis",10 January 1679,Paris,48.5109,2.2034
"Innes, Lewis",28 January 1679,Paris,48.5109,2.2034
"Innes, Lewis",18 March 1679,Paris,48.5109,2.2034
"Innes, Lewis",24 March 1679,Paris,48.5109,2.2034
"Innes, Lewis",5 April 1679,Paris,48.5109,2.2034
"Innes, Lewis",10 June 1679,Paris,48.5109,2.2034
"Innes, Lewis",16 July 1679,Paris,48.5109,2.2034
"Innes, Lewis",19 September 1679,Paris,48.5109,2.2034
"Innes, Lewis",20 September 1679,Paris,48.5109,2.2034
"Innes, Lewis",3 October 1679,Paris,48.5109,2.2034
"Innes, Lewis",18 December 1679,Paris,48.5109,2.2034
"Innes, Lewis",19 December 1679,Paris,48.5109,2.2034
"Innes, Lewis",6 January 1680,Paris,48.5109,2.2034
"Innes, Lewis",27 February 1680,Paris,48.5109,2.2034
"Innes, Lewis",12 March 1680,Paris,48.5109,2.2034
"Innes, Lewis",22 March 1680,Paris,48.5109,2.2034
"Innes, Lewis",27 March 1680,Paris,48.5109,2.2034
"Innes, Lewis",3 April 1680,Paris,48.5109,2.2034
"Innes, Lewis",9 April 1680,Paris,48.5109,2.2034
"Innes, Lewis",23 April 1680,Paris,48.5109,2.2034
"Innes, Lewis",18 May 1680,Paris,48.5109,2.2034
"Innes, Lewis",21 May 1680,Paris,48.5109,2.2034
"Innes, Lewis",11 July 1680,Paris,48.5109,2.2034
"Innes, Lewis",4 August 1680,Paris,48.5109,2.2034
"Innes, Lewis",13 August 1680,Paris,48.5109,2.2034
"Innes, Lewis",27 August 1680,Paris,48.5109,2.2034
"Innes, Lewis",31 August 1680,Paris,48.5109,2.2034
"Innes, Lewis",13 September 1680,Paris,48.5109,2.2034
"Innes, Lewis",17 September 1680,Paris,48.5109,2.2034
"Innes, Lewis",27 September 1680,Paris,48.5109,2.2034
"Innes, Lewis",28 September 1680,Paris,48.5109,2.2034
"Innes, Lewis",1 October 1680,Paris,48.5109,2.2034
"Innes, Lewis",2 October 1680,Paris,48.5109,2.2034
"Innes, Lewis",8 October 1680,Paris,48.5109,2.2034
"Innes, Lewis",20 October 1680,Paris,48.5109,2.2034
"Innes, Lewis",12 December 1680,Paris,48.5109,2.2034
"Innes, Lewis",27 December 1680,Paris,48.5109,2.2034
"Innes, Lewis",31 December 1680,Paris,48.5109,2.2034
"Innes, Lewis",28 January 1681,Paris,48.5109,2.2034
"Innes, Lewis",4 February 1681,Paris,48.5109,2.2034
"Innes, Lewis",5 February 1681,Paris,48.5109,2.2034
"Innes, Lewis",19 February 1681,Paris,48.5109,2.2034
"Innes, Lewis",20 February 1681,Paris,48.5109,2.2034
"Innes, Lewis",5 March 1681,Paris,48.5109,2.2034
"Innes, Lewis",11 March 1681,Paris,48.5109,2.2034
"Innes, Lewis",12 March 1681,Paris,48.5109,2.2034
"Innes, Lewis",13 March 1681,Paris,48.5109,2.2034
"Innes, Lewis",31 March 1681,Paris,48.5109,2.2034
"Innes, Lewis",22 April 1681,Paris,48.5109,2.2034
"Innes, Lewis",1 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",3 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",6 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",8 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",16 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",17 May 1681,Paris,48.5109,2.2034
"Innes, Lewis",19 June 1681,Paris,48.5109,2.2034
"Innes, Lewis",22 June 1681,Paris,48.5109,2.2034
"Innes, Lewis",27 July 1681,Paris,48.5109,2.2034
"Innes, Lewis",5 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",14 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",15 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",16 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",19 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",28 August 1681,Paris,48.5109,2.2034
"Innes, Lewis",2 September 1681,Paris,48.5109,2.2034
"Innes, Lewis",24 September 1681,Paris,48.5109,2.2034
"Innes, Lewis",29 September 1681,Paris,48.5109,2.2034
"Innes, Lewis",6 October 1681,Paris,48.5109,2.2034
"Innes, Lewis",18 October 1681,Paris,48.5109,2.2034
"Innes, Lewis",20 October 1681,Paris,48.5109,2.2034
"Innes, Lewis",28 October 1681,Paris,48.5109,2.2034
"Innes, Lewis",29 October 1681,Paris,48.5109,2.2034
"Innes, Lewis",8 November 1681,Paris,48.5109,2.2034
"Innes, Lewis",3 December 1681,Paris,48.5109,2.2034
"Innes, Lewis",9 December 1681,Paris,48.5109,2.2034
"Innes, Lewis",15 December 1681,Paris,48.5109,2.2034
"Innes, Lewis",18 September 1682,Paris,48.5109,2.2034
"Innes, Lewis",10 December 1682,Paris,48.5109,2.2034
"Innes, Lewis",31 January 1683,Paris,48.5109,2.2034
"Innes, Lewis",2 February 1683,Paris,48.5109,2.2034
"Innes, Lewis",4 February 1683,Paris,48.5109,2.2034
"Innes, Lewis",8 February 1683,Paris,48.5109,2.2034
"Innes, Lewis",16 February 1683,Paris,48.5109,2.2034
"Innes, Lewis",25 February 1683,Paris,48.5109,2.2034
"Innes, Lewis",2 March 1683,Paris,48.5109,2.2034
"Innes, Lewis",29 March 1683,Paris,48.5109,2.2034
"Innes, Lewis",31 March 1683,Paris,48.5109,2.2034
"Innes, Lewis",9 April 1683,Paris,48.5109,2.2034
"Innes, Lewis",16 April 1683,Paris,48.5109,2.2034
"Innes, Lewis",24 April 1683,Paris,48.5109,2.2034
"Innes, Lewis",28 April 1683,Paris,48.5109,2.2034
"Innes, Lewis",29 April 1683,Paris,48.5109,2.2034
"Innes, Lewis",6 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",7 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",11 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",13 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",15 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",18 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",19 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",23 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",24 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",25 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",26 May 1683,St Germain,46.912384,2.445217
"Innes, Lewis",26 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",28 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",29 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",30 May 1683,Paris,48.5109,2.2034
"Innes, Lewis",2 June 1683,Paris,48.5109,2.2034
"Innes, Lewis",12 June 1683,Paris,48.5109,2.2034
"Innes, Lewis",29 June 1683,Paris,48.5109,2.2034
"Innes, Lewis",30 June 1683,Paris,48.5109,2.2034
"Innes, Lewis",3 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",7 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",8 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",13 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",18 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",26 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",27 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",29 July 1683,Paris,48.5109,2.2034
"Innes, Lewis",7 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",10 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",18 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",19 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",25 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",27 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",28 August 1683,Paris,48.5109,2.2034
"Innes, Lewis",1 September 1683,Paris,48.5109,2.2034
"Innes, Lewis",4 September 1683,Paris,48.5109,2.2034
"Innes, Lewis",7 September 1683,Paris,48.5109,2.2034
"Innes, Lewis",15 September 1683,Paris,48.5109,2.2034
"Innes, Lewis",22 September 1683,Paris,48.5109,2.2034
"Innes, Lewis",7 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",14 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",15 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",21 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",24 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",30 October 1683,Paris,48.5109,2.2034
"Innes, Lewis",5 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",10 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",13 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",15 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",20 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",26 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",27 November 1683,Paris,48.5109,2.2034
"Innes, Lewis",24 December 1683,Paris,48.5109,2.2034
"Innes, Lewis",3 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",8 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",11 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",12 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",17 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",22 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",24 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",25 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",30 January 1684,Paris,48.5109,2.2034
"Innes, Lewis",8 February 1684,Paris,48.5109,2.2034
"Innes, Lewis",20 February 1684,Paris,48.5109,2.2034
"Innes, Lewis",23 February 1684,Paris,48.5109,2.2034
"Innes, Lewis",26 February 1684,Paris,48.5109,2.2034
"Innes, Lewis",28 February 1684,Paris,48.5109,2.2034
"Innes, Lewis",2 March 1684,Paris,48.5109,2.2034
"Innes, Lewis",13 March 1684,Paris,48.5109,2.2034
"Innes, Lewis",15 March 1684,Pais,-,-
"Innes, Lewis",17 March 1684,Paris,48.5109,2.2034
"Innes, Lewis",18 March 1684,Paris,48.5109,2.2034
"Innes, Lewis",20 March 1684,Paris,48.5109,2.2034
"Innes, Lewis",23 March 1684,Trpye,-,-
"Innes, Lewis",26 March 1684,Bourgignon,47.28,6.4845
"Innes, Lewis",20 April 1684,Bourgignon,47.28,6.4845
"Innes, Lewis",27 April 1684,Beaumont,45.4403,1.3243
"Innes, Lewis",28 April 1684,Taillant,-,-
"Innes, Lewis",29 April 1684,Poix-de-Picardie,49.4627,1.5336
"Innes, Lewis",30 April 1684,Abbeville,50.0822,1.4315
"Innes, Lewis",1 May 1684,Montreuil,48.5433,2.3053
"Innes, Lewis",2 May 1684,Boulogne-Billancourt,48.501,2.131
"Innes, Lewis",3 May 1684,Calais,44.97814,0.983075
"Innes, Lewis",4 May 1684,Calais,44.97814,0.983075
"Innes, Lewis",6 May 1684,Dover,51.0614,1.1353
"Innes, Lewis",7 May 1684,Canterbury,51.1824,0.5834
"Innes, Lewis",8 May 1684,Canterbury,51.1824,0.5834
"Innes, Lewis",9 May 1684,Rochester,51.2448,0.2237
"Innes, Lewis",18 May 1684,London,51.514125,-0.093689
"Innes, Lewis",22 May 1684,Hermitage,51.2938,-1.1452
"Innes, Lewis",23 May 1684,Gravesend,51.2632,0.1712
"Innes, Lewis",25 May 1684,Gravesend,51.2632,0.1712
"Innes, Lewis",2 June 1684,Harwich,51.95,1.3
"Innes, Lewis",5 June 1684,Harwich,51.95,1.3
"Innes, Lewis",8 June 1684,Yarmouth,52.38,1.3023
"Innes, Lewis",11 June 1684,Edinburgh,55.95,-3.2
"Innes, Lewis",11 June 1684,Leith,55.95,-3.166667
"Innes, Lewis",12 June 1684,Edinburgh,55.95,-3.2
"Innes, Lewis",14 June 1684,Roslin,55.4934,-3.1149
"Innes, Lewis",15 June 1684,Edinburgh,55.95,-3.2
"Innes, Lewis",22 June 1684,Leith,55.95,-3.166667
"Innes, Lewis",25 June 1684,Drumgask,57.02,-4.17
"Innes, Lewis",28 June 1684,Drumgask,57.02,-4.17
"Innes, Lewis",30 June 1684,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Innes, Lewis",1 July 1684,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Innes, Lewis",20 July 1684,Drumgask,57.02,-4.17
"Innes, Lewis",2 August 1684,Aberdeen,57.133333,-2.1
"Innes, Lewis",5 August 1684,Cowie,56.053,-3.5045
"Innes, Lewis",6 August 1684,Forfar,56.4002,-2.599
"Innes, Lewis",7 August 1684,Dundee,56.3038,-3.1102
"Innes, Lewis",10 August 1684,Kinghorn,56.0354,-3.0955
"Innes, Lewis",11 August 1684,Edinburgh,55.95,-3.2
"Innes, Lewis",11 August 1684,Leith,55.95,-3.166667
"Innes, Lewis",17 August 1684,Yester Castle,55.5335,-2.4237
"Innes, Lewis",18 August 1684,Eyemouth,55.5121,-2.061
"Innes, Lewis",19 August 1684,Belford,55.3706,-1.4911
"Innes, Lewis",20 August 1684,Alnwick,55.2305,-1.4551
"Innes, Lewis",21 August 1684,Morpeth,55.114,-1.4758
"Innes, Lewis",22 August 1684,Darlington,54.3331,-1.3947
"Innes, Lewis",23 August 1684,Boroughbridge,54.0603,-1.234
"Innes, Lewis",24 August 1684,Redhall,53.5029,-1.2735
"Innes, Lewis",27 August 1684,Doncaster,53.3145,-1.2016
"Innes, Lewis",28 August 1684,Carleton,53.3949,-1.1722
"Innes, Lewis",29 August 1684,Stamford,52.4153,-0.2633
"Innes, Lewis",2 September 1684,London,51.514125,-0.093689
"Innes, Lewis",21 September 1684,Winchester,51.051,-1.2549
"Innes, Lewis",25 September 1684,London,51.514125,-0.093689
"Innes, Lewis",29 September 1684,London,51.514125,-0.093689
"Innes, Lewis",4 October 1684,London,51.514125,-0.093689
"Innes, Lewis",8 October 1684,London,51.514125,-0.093689
"Innes, Lewis",19 October 1684,Rochester,51.2448,0.2237
"Innes, Lewis",20 October 1684,Dover,51.0614,1.1353
"Innes, Lewis",20 October 1684,"Littlebourne, Canterbury",51.1949,1.0845
"Innes, Lewis",21 October 1684,Calais,44.97814,0.983075
"Innes, Lewis",25 October 1684,"Gravelines, Dunkirk",51.0127,2.0216
"Innes, Lewis",26 October 1684,Veurne,51.0608,2.2709
"Innes, Lewis",27 October 1684,Ypres,50.5525,2.3923
"Innes, Lewis",28 October 1684,"Lille, Ursuline Convent",-,-
"Innes, Lewis",30 October 1684,Douai,50.2509,3.1121
"Innes, Lewis",3 November 1684,Cambrai,-,-
"Innes, Lewis",4 November 1684,St Quentin,48.617635,3.749137
"Innes, Lewis",6 November 1684,St Quentin,48.617635,3.749137
"Innes, Lewis",10 November 1684,"Ham, France",49.4803,3.063
"Innes, Lewis",12 November 1684,"Louvres, France",48.5936,2.3045
"Innes, Lewis",12 November 1684,"Compiègne, Verberie",49.2142,2.4639
"Innes, Lewis",13 November 1684,Paris,48.5109,2.2034
"Innes, Lewis",20 November 1684,Paris,48.5109,2.2034
"Innes, Lewis",22 November 1684,Paris,48.5109,2.2034
"Innes, Lewis",29 November 1684,Paris,48.5109,2.2034
"Innes, Lewis",30 November 1684,Paris,48.5109,2.2034
"Innes, Lewis",2 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",5 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",9 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",15 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",20 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",22 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",23 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",28 December 1684,Paris,48.5109,2.2034
"Innes, Lewis",3 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",5 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",6 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",7 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",12 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",20 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",24 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",26 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",28 January 1685,Paris,48.5109,2.2034
"Innes, Lewis",3 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",7 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",10 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",11 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",25 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",27 February 1685,Paris,48.5109,2.2034
"Innes, Lewis",7 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",10 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",12 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",21 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",22 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",24 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",26 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",28 March 1685,Paris,48.5109,2.2034
"Innes, Lewis",17 April 1685,Paris,48.5109,2.2034
"Innes, Lewis",18 April 1685,Paris,48.5109,2.2034
"Innes, Lewis",19 April 1685,Paris,48.5109,2.2034
"Innes, Lewis",25 April 1685,Paris,48.5109,2.2034
"Innes, Lewis",30 April 1685,Paris,48.5109,2.2034
"Innes, Lewis",2 May 1685,Paris,48.5109,2.2034
"Innes, Lewis",18 May 1685,Paris,48.5109,2.2034
"Innes, Lewis",26 May 1685,Paris,48.5109,2.2034
"Innes, Lewis",27 May 1685,Paris,48.5109,2.2034
"Innes, Lewis",21 July 1685,Paris,48.5109,2.2034
"Innes, Lewis",3 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",5 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",8 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",9 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",14 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",18 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",22 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",23 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",29 August 1685,Paris,48.5109,2.2034
"Innes, Lewis",1 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",5 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",6 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",7 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",15 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",16 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",19 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",22 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",23 September 1685,Paris,48.5109,2.2034
"Innes, Lewis",8 October 1685,Paris,48.5109,2.2034
"Innes, Lewis",10 October 1685,Paris,48.5109,2.2034
"Innes, Lewis",25 October 1685,Dunkirk,51.05,2.366667
"Innes, Lewis",12 November 1685,Paris,48.5109,2.2034
"Innes, Lewis",5 December 1685,Paris,48.5109,2.2034
"Innes, Lewis",10 December 1685,Paris,48.5109,2.2034
"Innes, Lewis",14 December 1685,Paris,48.5109,2.2034
"Innes, Lewis",26 September 1686,Paris,48.5109,2.2034
"Innes, Lewis",30 September 1686,Paris,48.5109,2.2034
"Innes, Lewis",13 October 1686,Paris,48.5109,2.2034
"Innes, Lewis",18 November 1686,Paris,48.5109,2.2034
"Innes, Lewis",27 November 1686,Paris,48.5109,2.2034
"Innes, Lewis",7 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",9 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",11 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",18 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",21 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",24 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",29 December 1686,Paris,48.5109,2.2034
"Innes, Lewis",1 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",4 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",7 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",8 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",14 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",18 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",22 January 1687,Paris,48.5109,2.2034
"Innes, Lewis",28 February 1687,Paris,48.5109,2.2034
"Innes, Lewis",8 April 1687,Paris,48.5109,2.2034
"Innes, Lewis",11 April 1687,Paris,48.5109,2.2034
"Innes, Lewis",17 April 1687,Calais,44.97814,0.983075
"Innes, Lewis",21 April 1687,London,51.514125,-0.093689
"Innes, Lewis",23 May 1687,Windsor,51.483333,-0.6
"Innes, Lewis",24 May 1687,London,51.514125,-0.093689
"Innes, Lewis",30 May 1687,London,51.514125,-0.093689
"Innes, Lewis",12 June 1687,London,51.514125,-0.093689
"Innes, Lewis",14 June 1687,Edinburgh,55.95,-3.2
"Innes, Lewis",1 July 1687,"Holyroodhouse, Edinburgh",55.573,3.0924
"Innes, Lewis",5 July 1687,"Holyroodhouse, Edinburgh",55.573,3.0924
"Innes, Lewis",22 July 1687,Edinburgh,55.95,-3.2
"Innes, Lewis",28 July 1687,"Holyroodhouse, Edinburgh",55.573,3.0924
"Innes, Lewis",21 August 1687,Paris,48.5109,2.2034
"Innes, Lewis",9 September 1687,Drummond Castle,56.202,3.5155
"Innes, Lewis",12 September 1687,Drummond Castle,56.202,3.5155
"Innes, Lewis",23 September 1687,Newcastle,54.988056,-1.619444
"Innes, Lewis",6 October 1687,London,51.514125,-0.093689
"Innes, Lewis",8 October 1687,London,51.514125,-0.093689
"Innes, Lewis",1 November 1687,Paris,48.5109,2.2034
"Innes, Lewis",14 November 1687,London,51.514125,-0.093689
"Innes, Lewis",28 November 1687,St Germain,46.912384,2.445217
"Innes, Lewis",19 December 1687,London,51.514125,-0.093689
"Innes, Lewis",1 January 1688,Paris,48.5109,2.2034
"Innes, Lewis",3 January 1688,Paris,48.5109,2.2034
"Innes, Lewis",6 January 1688,London,51.514125,-0.093689
"Innes, Lewis",8 January 1688,London,51.514125,-0.093689
"Innes, Lewis",12 January 1688,London,51.514125,-0.093689
"Innes, Lewis",16 January 1688,London,51.514125,-0.093689
"Innes, Lewis",20 January 1688,London,51.514125,-0.093689
"Innes, Lewis",3 February 1688,London,51.514125,-0.093689
"Innes, Lewis",7 February 1688,London,51.514125,-0.093689
"Innes, Lewis",15 February 1688,London,51.514125,-0.093689
"Innes, Lewis",17 February 1688,London,51.514125,-0.093689
"Innes, Lewis",24 February 1688,London,51.514125,-0.093689
"Innes, Lewis",28 February 1688,London,51.514125,-0.093689
"Innes, Lewis",3 March 1688,London,51.514125,-0.093689
"Innes, Lewis",15 March 1688,London,51.514125,-0.093689
"Innes, Lewis",17 March 1688,London,51.514125,-0.093689
"Innes, Lewis",19 March 1688,Scotland,56.4907,4.2026
"Innes, Lewis",23 March 1688,London,51.514125,-0.093689
"Innes, Lewis",29 March 1688,London,51.514125,-0.093689
"Innes, Lewis",6 April 1688,London,51.514125,-0.093689
"Innes, Lewis",28 April 1688,London,51.514125,-0.093689
"Innes, Lewis",30 April 1688,London,51.514125,-0.093689
"Innes, Lewis",13 May 1688,Scotland,56.4907,4.2026
"Innes, Lewis",15 May 1688,London,51.514125,-0.093689
"Innes, Lewis",19 May 1688,Paris,48.5109,2.2034
"Innes, Lewis",22 May 1688,London,51.514125,-0.093689
"Innes, Lewis",30 May 1688,Calais,44.97814,0.983075
"Innes, Lewis",10 June 1688,London,51.514125,-0.093689
"Innes, Lewis",16 June 1688,Paris,48.5109,2.2034
"Innes, Lewis",15 July 1688,Paris,48.5109,2.2034
"Innes, Lewis",22 July 1688,Paris,48.5109,2.2034
"Innes, Lewis",2 September 1688,Paris,48.5109,2.2034
"Innes, Lewis",6 September 1688,Paris,48.5109,2.2034
"Innes, Lewis",9 September 1688,Paris,48.5109,2.2034
"Innes, Lewis",30 September 1688,Paris,48.5109,2.2034
"Innes, Lewis",30 October 1688,Paris,48.5109,2.2034
"Innes, Lewis",8 November 1688,Paris,48.5109,2.2034
"Innes, Lewis",16 November 1688,Paris,48.5109,2.2034
"Innes, Lewis",29 November 1688,Paris,48.5109,2.2034
"Innes, Lewis",8 December 1688,Paris,48.5109,2.2034
"Innes, Lewis",11 December 1688,Paris,48.5109,2.2034
"Innes, Lewis",18 January 1689,Paris,48.5109,2.2034
"Innes, Lewis",23 January 1689,Paris,48.5109,2.2034
"Innes, Lewis",25 January 1689,Paris,48.5109,2.2034
"Innes, Lewis",20 February 1689,St Germain,46.912384,2.445217
"Innes, Lewis",26 April 1689,Paris,48.5109,2.2034
"Innes, Lewis",1 May 1689,Paris,48.5109,2.2034
"Innes, Lewis",28 May 1689,Paris,48.5109,2.2034
"Innes, Lewis",29 May 1689,Paris,48.5109,2.2034
"Innes, Lewis",22 June 1689,Paris,48.5109,2.2034
"Innes, Lewis",3 July 1689,Paris,48.5109,2.2034
"Innes, Lewis",18 July 1689,Paris,48.5109,2.2034
"Innes, Lewis",20 July 1689,Paris,48.5109,2.2034
"Innes, Lewis",21 August 1689,Paris,48.5109,2.2034
"Innes, Lewis",23 September 1689,Paris,48.5109,2.2034
"Innes, Lewis",1 October 1689,Paris,48.5109,2.2034
"Innes, Lewis",11 October 1689,Paris,48.5109,2.2034
"Innes, Lewis",20 October 1689,Paris,48.5109,2.2034
"Innes, Lewis",7 November 1689,Paris,48.5109,2.2034
"Innes, Lewis",12 December 1689,Paris,48.5109,2.2034
"Innes, Lewis",25 March 1690,Paris,48.5109,2.2034
"Innes, Lewis",20 September 1690,Paris,48.5109,2.2034
"Innes, Lewis",30 October 1690,Paris,48.5109,2.2034
"Innes, Lewis",19 February 1691,St Germain,46.912384,2.445217
"Innes, Lewis",20 March 1691,St Germain,46.912384,2.445217
"Innes, Lewis",11 April 1691,St Germain,46.912384,2.445217
"Innes, Lewis",11 July 1691,St Germain,46.912384,2.445217
"Innes, Lewis",30 July 1691,St Germain,46.912384,2.445217
"Innes, Lewis",1 October 1691,St Germain,46.912384,2.445217
"Innes, Lewis",28 November 1691,St Germain,46.912384,2.445217
"Innes, Lewis",18 December 1691,St Germain,46.912384,2.445217
"Innes, Lewis",22 December 1691,St Germain,46.912384,2.445217
"Innes, Lewis",1 January 1692,St Germain,46.912384,2.445217
"Innes, Lewis",8 January 1692,St Germain,46.912384,2.445217
"Innes, Lewis",7 March 1692,St Germain,46.912384,2.445217
"Innes, Lewis",8 March 1692,St Germain,46.912384,2.445217
"Innes, Lewis",11 March 1692,St Germain,46.912384,2.445217
"Innes, Lewis",17 March 1692,St Germain,46.912384,2.445217
"Innes, Lewis",29 April 1692,Paris,48.5109,2.2034
"Innes, Lewis",6 May 1692,St Germain,46.912384,2.445217
"Innes, Lewis",27 May 1692,St Germain,46.912384,2.445217
"Innes, Lewis",16 June 1692,St Germain,46.912384,2.445217
"Innes, Lewis",22 July 1692,St Germain,46.912384,2.445217
"Innes, Lewis",11 August 1692,St Germain,46.912384,2.445217
"Innes, Lewis",1 September 1692,St Germain,46.912384,2.445217
"Innes, Lewis",22 September 1692,St Germain,46.912384,2.445217
"Innes, Lewis",21 October 1692,St Germain,46.912384,2.445217
"Innes, Lewis",27 October 1692,St Germain,46.912384,2.445217
"Innes, Lewis",18 November 1692,St Germain,46.912384,2.445217
"Innes, Lewis",25 November 1692,St Germain,46.912384,2.445217
"Innes, Lewis",9 December 1692,St Germain,46.912384,2.445217
"Innes, Lewis",13 December 1692,St Germain,46.912384,2.445217
