Date,Start Date,End Date,Origin City,Origin Latitude,Origin Longitude,Destination City,Destination Latitude,Destination Longitude,Sender,Recipient,Notes
19 July 1681,-79786,-79786,Invergarry,57.0448,-4.4649,Paris,48.5109,2.2034,"Munro, Robert","MacDonald, Aeneas",-
19 July 1681,-79786,-79786,Padua,45.24,11.5307,-,-,-,"Irvine, John",-,-
19 July 1687,-77595,-77595,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Dunbar, Alexander","Whyteford, Charles",-
19 July 1688,-77229,-77229,Inverness,57.466667,-4.233333,-,-,-,"Cahassy, John",-,-
19 July 1694,-75038,-75038,St Germain,46.912384,2.445217,Paris,48.5109,2.2034,"Wallace, John","Innes, Lewis",-
19 June 1665,-85660,-85660,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"de Bourges, J","Barberino, Cardinal Charles",-
19 June 1679,-80547,-80547,Mechelen,51.033333,4.466667,Paris,48.5109,2.2034,"Kempe, George","Barclay, Robert",-
19 June 1681,-79816,-79816,Lyon,45.748457,4.846711,Paris,48.5109,2.2034,"Leslie, Alexander","Innes, Lewis",-
19 March 1680,-80273,-80273,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Dunbar, Alexander","Burnet, David",-
19 May 1679,-80578,-80578,Paris,48.5109,2.2034,-,-,-,"Barclay, Robert","Kempe, George",-
19 May 1683,-79117,-79117,Paris,48.5109,2.2034,Meldrum,57.2136,-2.2948,"Innes, Lewis","Meldrum, Lady Mary Urquhart",-
19 May 1683,-79117,-79117,Paris,48.5109,2.2034,Scotland,56.4907,4.2026,"Innes, Lewis","Gordon, George, Duke of Gordon/Marquess Huntly","Gordon alias, Hippons"
19 May 1688,-77290,-77290,Edinburgh Castle,55.5636,3.1208,Paris,48.5109,2.2034,"Burnet, David","Innes, Lewis",-
19 May 1688,-77290,-77290,Rome,41.5753,12.2708,-,-,-,"Leslie, Don Gulielmo","Innes, Lewis",-
19 May 1693,-75464,-75464,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Nicol, James",-
19 May 1693,-75464,-75464,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
19 May 1693,-75464,-75464,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
19 October 1678,-80790,-80790,Glastirim,57.313,2.464,Paris,48.5109,2.2034,"Gordon, Patrick","Burnet, David",-
19 October 1680,-80059,-80059,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Campbell, Father Alexander","Leslie, Don Gulielmo",-
19 October 1693,-75311,-75311,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles","Leslie, Don Gulielmo",-
19 October 1694,-74946,-74946,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","Leslie, Don Gulielmo",-
19 September 1679,-80455,-80455,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
19 September 1685,-78263,-78263,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Dunbar, Alexander",-
19 September 1687,-77533,-77533,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
20 April 1680,-80241,-80241,Scotland,56.4907,4.2026,-,-,-,"Whyteford, Charles and Burnet, David","Innes, Lewis",-
20 April 1688,-77319,-77319,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
20 April 1690,-76589,-76589,St Malo,47.312574,3.267809,Rome,41.5753,12.2708,"Melvell, J","Leslie, Don Gulielmo",-
20 April 1693,-75493,-75493,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles","Leslie, Don Gulielmo",-
20 April 1694,-75128,-75128,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter Lorenzo","Whyteford, Charles",-
20 August 1678,-80850,-80850,Rome,41.5753,12.2708,Urbino,43.716667,12.633333,"Zambechini, Giuseppe","Leslie, Don Gulielmo",-
20 August 1687,-77563,-77563,Knoydart,57.015,-5.4016,Paris,48.5109,2.2034,"Devoyer, James",Talon,-
20 August 1689,-76832,-76832,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","Leslie, Don Gulielmo",-
20 December 1684,-78536,-78536,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Sempil, Lady",-
20 December 1688,-77075,-77075,Versailles,48.803593,2.134236,-,-,-,Talon,-,-
20 December 1694,-74884,-74884,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 February 1680,-80301,-80301,-,-,-,Paris,48.5109,2.2034,"Dunbar, Alexander","Barclay, Robert",-
20 February 1681,-79935,-79935,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
20 February 1684,-78840,-78840,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 February 1689,-77013,-77013,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles","Leslie, Don Gulielmo",-
20 February 1689,-77013,-77013,St Germain,46.912384,2.445217,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 February 1691,-76283,-76283,Leghorn,43.55,10.316667,Rome,41.5753,12.2708,"Melfort, Lord","Leslie, Don Gulielmo",-
20 January 1683,-79236,-79236,Rome,41.5753,12.2708,-,-,-,"Leslie, Don Gulielmo",-,-
20 January 1684,-78871,-78871,Rome,41.5753,12.2708,Scotland,56.4907,4.2026,"Howard, Cardinal Philip","Dunbar, Alexander","Dunbar alias, Winster"
20 January 1685,-78505,-78505,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Tylden, Thomas","Tylden alias, Goden"
20 January 1687,-77775,-77775,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
20 January 1688,-77410,-77410,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Perth, Lord","Whyteford, Charles",-
20 January 1688,-77410,-77410,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
20 January 1693,-75583,-75583,Rome,41.5753,12.2708,St Germain,46.912384,2.445217,"Leslie, Don Gulielmo","Innes, Lewis",-
20 July 1666,-85264,-85264,Vienna,48.13,16.2214,-,-,-,Leslie,"Howard, Cardinal Philip",-
20 July 1689,-76863,-76863,Dublin,53.3330556,-6.2488889,-,-,-,Nairne,-,-
20 July 1689,-76863,-76863,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Roberson, W","Brie, Monsieur",-
20 July 1689,-76863,-76863,St Germain,46.912384,2.445217,Paris,48.5109,2.2034,Morstin,"Innes, Lewis",Innes alias Mr Cromar
20 July 1693,-75402,-75402,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 June 1687,-77624,-77624,Subiaco,41.0509,13.0624,Rome,41.5753,12.2708,"Chalmers, Father Athanasius","Leslie, Don Gulielmo",-
20 June 1690,-76528,-76528,Dublin,53.3330556,-6.2488889,Paris,48.5109,2.2034,"Burnet, David",Talon,-
20 June 1690,-76528,-76528,Dublin,53.3330556,-6.2488889,Rome,41.5753,12.2708,"Burnet, David","Leslie, Don Gulielmo",-
20 March 1680,-80272,-80272,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Zambechini, Giuseppe","Leslie, Don Gulielmo",-
20 March 1684,-78811,-78811,Paris,48.5109,2.2034,Scotland,56.4907,4.2026,"Innes, Lewis","Leslie, Alexander and Irvine, John","Leslie alias, Boots; Irvine alias, Cabrach"
20 March 1687,-77716,-77716,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
20 March 1691,-76255,-76255,St Germain,46.912384,2.445217,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 March 1692,-75889,-75889,Dunkirk,51.05,2.366667,Rome,41.5753,12.2708,"Nicolson, Thomas","Leslie, Don Gulielmo",-
20 May 1671,-83499,-83499,Douai,50.2509,3.1121,Rome,41.5753,12.2708,"Le Brun, Father James","Carolo de Marinis, Father Hector",-
20 May 1684,-78750,-78750,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Jameson, John Paul and Innes, Walter","Whyteford, Charles",-
20 May 1687,-77655,-77655,Inverness,57.466667,-4.233333,-,-,-,"Devoyer, James",-,-
20 May 1688,-77289,-77289,Versailles,48.803593,2.134236,-,-,-,De Croissy,-,-
20 November 1668,-84410,-84410,Rome,41.5753,12.2708,Rome,41.5753,12.2708,"Leslie, Father William Lewis","Talbot, Father Gilbert",-
20 November 1681,-79662,-79662,-,-,-,Paris,48.5109,2.2034,"Barclay, George","Barclay, Robert",-
20 November 1683,-78932,-78932,Paris,48.5109,2.2034,Meldrum,57.2136,-2.2948,"Innes, Lewis","Meldrum, Lady Mary Urquhart",-
20 November 1684,-78566,-78566,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Gordon, John","Innes, Lewis",-
20 November 1684,-78566,-78566,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
20 November 1687,-77471,-77471,Havre de Grace,49.2702,0.0002,Paris,48.5109,2.2034,"Carolan, Patrick",Talon,-
20 November 1691,-76010,-76010,Rome,41.5753,12.2708,-,-,-,"Leslie, Walter Lorenzo",-,-
20 November 1698,-73453,-73453,London,51.514125,-0.093689,-,-,-,"Innes, Walter",-,-
20 October 1669,-84076,-84076,Perugia,43.133333,12.366667,Rome,41.5753,12.2708,"Leslie, Father William Lewis","Talbot, Father Gilbert",-
20 October 1677,-81154,-81154,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Davidson, Father Joseph OP","Leslie, Don Gulielmo",-
20 October 1679,-80424,-80424,Paris,48.5109,2.2034,-,-,-,"Barclay, Robert","Dunbar, Alexander",-
20 October 1680,-80058,-80058,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
20 October 1681,-79693,-79693,Aberdeen,57.133333,-2.1,Paris,48.5109,2.2034,"Leslie, Alexander","Innes, Lewis",-
20 October 1689,-76771,-76771,Reims,49.25,4.033333,Paris,48.5109,2.2034,"Melfort, Lady","Innes, Lewis",-
20 October 1691,-76041,-76041,London,51.514125,-0.093689,-,-,-,"Morgan, Henry","Innes, Lewis",Morgan aias Harrison
20 October 1691,-76041,-76041,London,51.514125,-0.093689,-,-,-,"Sharp, Sir William",-,-
20 September 1677,-81184,-81184,"Bridgford, England",52.57,-1.0844,Paris,48.5109,2.2034,"Douglas, R","Burnet, David",-
20 September 1679,-80454,-80454,Rome,41.5753,12.2708,Paris,48.5109,2.2034,Nairne,"Burnet, David",-
20 September 1680,-80088,-80088,Subiaco,41.0509,13.0624,-,-,-,"Chalmers, Father Athanasius",-,-
20 September 1683,-78993,-78993,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Leslie, Don Gulielmo",-
20 September 1690,-76436,-76436,Douai,50.2509,3.1121,Paris,48.5109,2.2034,"Forbes, Father James","Innes, Lewis",-
21 April 1661,-87180,-87180,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, Father Alexander","Talbot, Father Gilbert",-
21 April 1687,-77684,-77684,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
21 April 1698,-73666,-73666,St Germain,46.912384,2.445217,Rome,41.5753,12.2708,"Innes, Lewis","Leslie, Don Gulielmo",-
21 August 1687,-77562,-77562,Ratisbone,49.0118,12.0536,Paris,48.5109,2.2034,"Fleming, Abbot Placidus","Innes, Lewis",-
21 August 1689,-76831,-76831,St Germain,46.912384,2.445217,Paris,48.5109,2.2034,"Codrington, Thomas","Innes, Lewis",-
21 August 1690,-76466,-76466,London,51.514125,-0.093689,Calais,44.97814,0.983075,"Burnet, John",Pigault,-
21 August 1694,-75005,-75005,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Whyteford, Charles","Leslie, Don Gulielmo",-
21 December 1686,-77805,-77805,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Melfort, Lord",-
21 December 1694,-74883,-74883,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Innes, Lewis",-
21 December 1694,-74883,-74883,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
21 February 1695,-74821,-74821,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Davidson, Robert","Leslie, Don Gulielmo",-
21 January 1687,-77774,-77774,Ratisbone,49.0118,12.0536,Paris,48.5109,2.2034,"Fleming, Abbot Placidus","Whyteford, Charles",-
21 January 1687,-77774,-77774,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
21 January 1688,-77409,-77409,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Don Gulielmo","Whyteford, Charles",-
21 January 1692,-75948,-75948,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Gordon, James of Glastirim","Leslie, Don Gulielmo",-
21 January 1692,-75948,-75948,St Germain,46.912384,2.445217,-,-,-,Nairne,-,-
21 July 1665,-85628,-85628,-,-,-,Rome,41.5753,12.2708,"Irvine, John","Talbot, Father Gilbert",-
21 July 1666,-85263,-85263,Bologna,44.483333,11.333333,-,-,-,"Howard, Cardinal Philip","Gascain, Father Bernard",-
21 July 1685,-78323,-78323,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Dunbar, Alexander",-
21 July 1685,-78323,-78323,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Gordon, Dr.",-
21 July 1692,-75766,-75766,St Germain,46.912384,2.445217,Paris,48.5109,2.2034,"Innes, Lewis",Talon,-
21 June 1690,-76527,-76527,Stettenfels,49.0528,9.1212,Rome,41.5753,12.2708,"Sargeant, Francis","Leslie, Walter Lorenzo",-
21 June 1697,-73970,-73970,Durham,54.766667,-1.566667,-,-,-,"Nicolson, Thomas",-,-
21 March 1665,-85750,-85750,"Vaison, France",44.24287,5.071761,Rome,41.5753,12.2708,"Gray, J","Talbot, Father Gilbert",-
21 March 1685,-78445,-78445,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis",Davison,-
21 March 1687,-77715,-77715,Livorno,43.55,10.316667,Rome,41.5753,12.2708,"Irvine, Robert and Dixon, John","Leslie, Don Gulielmo",-
21 May 1680,-80210,-80210,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
21 May 1688,-77288,-77288,Aberdeen,57.133333,-2.1,Paris,48.5109,2.2034,"Strachan, Robert Francis","Whyteford, Charles",-
21 May 1689,-76923,-76923,Ratisbone,49.0118,12.0536,Subiaco,41.0509,13.0624,"Fleming, Abbot Placidus","Chalmers, Father Athansius",-
21 May 1689,-76923,-76923,-,-,-,Rome,41.5753,12.2708,"Sargeant, Francis","Leslie, Walter Lorenzo",Sargeant not in Scotland
21 November 1677,-81122,-81122,Rouen,49.433333,1.083333,Paris,48.5109,2.2034,"Murheid, John","Barclay, Robert",-
21 November 1681,-79661,-79661,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Leslie, Don Gulielmo",-
21 October 1679,-80423,-80423,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Brown, Charles","Leslie, Don Gulielmo",-
21 October 1683,-78962,-78962,Paris,48.5109,2.2034,St Quentin,48.617635,3.749137,"Innes, Lewis","Leslie, George",-
21 October 1683,-78962,-78962,Paris,48.5109,2.2034,-,-,-,"Leslie, William",-,"has changed his intention of going to the Misison since his arrival, so neither Leslie in St Quentin nor Don G"
21 October 1684,-78596,-78596,Calais,44.97814,0.983075,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
21 October 1687,-77501,-77501,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Jameson, John Paul","Leslie, Don Gulielmo",-
21 October 1692,-75674,-75674,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Innes, Walter","Innes, Lewis",-
21 October 1692,-75674,-75674,Rome,41.5753,12.2708,-,-,-,"Leslie, Don Gulielmo","Innes, Lewis",-
21 September 1679,-80453,-80453,Rotterdam,51.916667,4.5,Paris,48.5109,2.2034,"Dunbar, Alexander","Barclay, Robert",-
21 September 1688,-77165,-77165,London,51.514125,-0.093689,-,-,-,"Lindsay, David",-,-
22 April 1675,-82066,-82066,Pisa,43.716667,10.383333,-,-,-,"Abercromby, Father John Francis",-,-
22 April 1677,-81335,-81335,Rome,41.5753,12.2708,-,-,-,"Leslie, Don Gulielmo",-,includes note from Cadendo in Padua from 7 May 1677
22 April 1678,-80970,-80970,Padua,45.24,11.5307,Pesaro,43.9,12.916667,"Bannerman, Robert","Leslie, Don Gulielmo",-
22 April 1680,-80239,-80239,-,-,-,Rome,41.5753,12.2708,"Kennedy, James","Leslie, Don Gulielmo",-
22 April 1681,-79874,-79874,Elgin,57.65,-3.333333,Paris,48.5109,2.2034,"Burnet, David alias David Lawrence","Barclay, Robert",-
22 April 1687,-77683,-77683,Subiaco,41.0509,13.0624,Rome,41.5753,12.2708,"Chalmers, Father Athanasius","Leslie, Walter Lorenzo",-
22 April 1690,-76587,-76587,Cornetto,43.266667,13.433333,Rome,41.5753,12.2708,"Plunkett, Robert","Leslie, Don Gulielmo",-
22 April 1692,-75856,-75856,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
22 April 1692,-75856,-75856,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo and Leslie, Don Gulielmo","Whyteford, Charles",-
22 April 1697,-74030,-74030,London,51.514125,-0.093689,-,-,-,"Nicolson, Thomas",-,"Nicolson alias: TB, Thomas Breton/Bruce"
22 April 1699,-73300,-73300,Paris,48.5109,2.2034,St Germain,46.912384,2.445217,"Adamson, George","Innes, Lewis",-
22 April and 3 May 1681,-,-,Aberdeen,57.133333,-2.1,Paris,48.5109,2.2034,"Innes, Francis and Whyteford, Charles","Innes, Lewis","NB. Whyteford's note is added from 3 May, but he may not have been in Aberdeen"
22 August 1672,-83039,-83039,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Carolo de Marinis, Father Hector",-
22 August 1685,-78291,-78291,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Meldrum, Lady Mary Urquhart",-
22 August 1692,-75734,-75734,Scotland,56.4907,4.2026,Rome,41.5753,12.2708,"Leslie, Alex","Leslie, Don Gulielmo",-
22 December 1670,-83648,-83648,London,51.514125,-0.093689,Rome,41.5753,12.2708,"Le Febvre, George","Talbot, Father Gilbert","Le Febvre alias, Paterson"
22 December 1674,-82187,-82187,Rome,41.5753,12.2708,Rome,41.5753,12.2708,"Leslie, Father William Lewis","Leslie, Don Gulielmo",-
22 December 1678,-80726,-80726,Padua,45.24,11.5307,Pesaro,43.9,12.916667,"Bannerman, Robert","Leslie, Don Gulielmo",-
22 December 1684,-78534,-78534,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Clinchamps, Mademoiselle",-
22 December 1691,-75978,-75978,London,51.514125,-0.093689,Hamburg,53.55,10,"Clerk, Sir Robert","Vanden, Monsieur","Clerk alias, R Willow"
22 December 1691,-75978,-75978,St Germain,46.912384,2.445217,Paris,48.5109,2.2034,"Innes, Lewis",Talon,-
22 December 1693,-75247,-75247,Ratisbone,49.0118,12.0536,Rome,41.5753,12.2708,"Fleming, Abbot Placidus","Leslie, Lorenzo",-
22 December 1693,-75247,-75247,Ratisbone,49.0118,12.0536,-,-,-,"Fleming, Abbot Placidus",-,-
22 February 1667,-85047,-85047,Douai,50.2509,3.1121,Rome,41.5753,12.2708,"Gordon, Father Adam","Talbot, Father Gilbert",-
22 February 1687,-77742,-77742,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Leslie, Walter Lorenzo",-
22 February 1689,-77011,-77011,Ratisbone,49.0118,12.0536,Paris,48.5109,2.2034,"Fleming, Abbot Placidus","Whyteford, Charles",-
22 February 1693,-75550,-75550,St Germain,46.912384,2.445217,Rome,41.5753,12.2708,"Naish, Anthony","Everard, William",-
22 January 1678,-81060,-81060,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Leslie, Father William Lewis","Leslie, Don Gulielmo",-
22 January 1684,-78869,-78869,Armentières,48.684037,0.816027,Paris,48.5109,2.2034,"Innes, Father James","Innes, Lewis",-
22 January 1687,-77773,-77773,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Maxwell, Father",-
22 January 1687,-77773,-77773,St Quentin,48.617635,3.749137,Paris,48.5109,2.2034,"Leslie, George","Whyteford, Charles",-
22 January 1687,-77773,-77773,-,-,-,Versailles,48.803593,2.134236,"Leyburn, John",Talon,-
22 January 1692,-75947,-75947,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Leslie, Walter Lorenzo","Whyteford, Charles",-
22 July 1667,-84897,-84897,Madrid,40.408566,-3.69222,Rome,41.5753,12.2708,"Anderson, Father James","Talbot, Father Gilbert",-
22 July 1679,-80514,-80514,Venice,45.438611,12.326667,Urbino,43.716667,12.633333,"Bannerman, Robert","Leslie, Don Gulielmo",-
22 July 1687,-77592,-77592,Ratisbone,49.0118,12.0536,Paris,48.5109,2.2034,"Fleming, Abbot Placidus","Whyteford, Charles",-
22 July 1688,-77226,-77226,Edinburgh,55.95,-3.2,-,-,-,"Burnet, David",-,"Burnet alias, David Lawrence"
22 July 1688,-77226,-77226,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Dunbar, Alexander","Innes, Lewis",-
22 July 1697,-73939,-73939,Edinburgh,55.95,-3.2,-,-,-,"Nicholson, Thomas",-,-
22 June 1675,-82005,-82005,Paris,48.5109,2.2034,-,-,-,"Strachan, Thomas",-,-
22 June 1678,-80909,-80909,Rome,41.5753,12.2708,Paris,48.5109,2.2034,"Irvine, John","Barclay, Robert",-
22 June 1681,-79813,-79813,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David and Whyteford, Charles","Innes, Lewis",-
22 June 1689,-76891,-76891,Dieppe,49.920403,1.086542,Paris,48.5109,2.2034,Soeur Marie,"Innes, Lewis",-
22 March 1680,-80270,-80270,Pesaro,43.9,12.916667,Paris,48.5109,2.2034,"Irvine, John","Innes, Lewis",-
22 March 1685,-78444,-78444,Paris,48.5109,2.2034,Dunkirk,51.05,2.366667,"Innes, Lewis","Clair, Father",-
22 March 1686,-78079,-78079,"Gordon Castle, alias Bogue",57.3723,-3.0514,Rome,41.5753,12.2708,"Leslie, Alexander","Leslie, Walter Lorenzo",-
22 March 1687,-77714,-77714,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
22 March 1688,-77348,-77348,Inverness,57.466667,-4.233333,"Holyroodhouse, Edinburgh",55.573,3.0924,"Devoyer, James and Cahassy, John","Burnet, David",-
22 March 1688,-77348,-77348,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Innes, Lewis and Whyteford, Charles",-
22 March 1688,-77348,-77348,Scotland,56.4907,4.2026,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
22 May 1669,-84227,-84227,Turin,45.05,7.666667,Rome,41.5753,12.2708,"Duleo, Father Paulo",Rector of Rome,-
22 May 1684,-78748,-78748,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Conne, Patrick","Leslie, Don Gulielmo",-
22 May 1688,-77287,-77287,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Innes, Lewis","Whyteford, Charles",-
22 May 1693,-75461,-75461,Dunkirk,51.05,2.366667,St Germain,46.912384,2.445217,"Nicolson, Thomas","Innes, Lewis",-
22 November 1664,-85869,-85869,Naples,40.833333,14.25,Rome,41.5753,12.2708,"Strachan, Father John","Talbot, Father Gilbert",-
22 November 1684,-78564,-78564,Paris,48.5109,2.2034,Scotland,56.4907,4.2026,"Innes, Lewis","Gordon, George, Duke of Gordon/Marquess Huntly",-
22 November 1687,-77469,-77469,Edinburgh,55.95,-3.2,Rome,41.5753,12.2708,"Dunbar, Alexander and Burnet, David","Leslie, Don Gulielmo",-
22 November 1687,-77469,-77469,Moidart,56.82,-5.696,-,-,-,"Cahassy, John",-,-
22 November 1694,-74912,-74912,Rotterdam,51.916667,4.5,-,-,-,"Wallace, John",-,Wallace alias J Patersone
22 October 1678,-80787,-80787,Beldorney,57.4161,-2.9522,Paris,48.5109,2.2034,Gordon,"Burnet, David",-
22 October 1678,-80787,-80787,Rome,41.5753,12.2708,Pesaro,43.9,12.916667,"Leslie, Father William Lewis","Leslie, Don Gulielmo",-
22 October 1681,-79691,-79691,Wurzburg,49.787778,9.936111,Rome,41.5753,12.2708,"Maxwell, Abbot Bernard","Leslie, Don Gulielmo",-
22 September 1679,-80452,-80452,Paris,48.5109,2.2034,Marino,41.766667,12.65,"Conne, Patrick","Leslie, Father William Lewis",-
22 September 1682,-79356,-79356,Ratisbone,49.0118,12.0536,Padua,45.24,11.5307,"Fleming, Abbot Placidus","Irvine, John",-
22 September 1683,-78991,-78991,London,51.514125,-0.093689,Paris,48.5109,2.2034,"Davidson, Robert","Innes, Lewis",-
22 September 1683,-78991,-78991,Paris,48.5109,2.2034,Scotland,56.4907,4.2026,"Innes, Lewis","Burnet, David","Burnet alias, Mr Lawrence"
22 September 1685,-78260,-78260,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Hay, Andrew",-
22 September 1687,-77530,-77530,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Jameson, John Paul","Leslie, Don Gulielmo",-
22 September 1687,-77530,-77530,Paris,48.5109,2.2034,Rome,41.5753,12.2708,"Nicolson, Thomas","Leslie, Don Gulielmo",-
22 September 1692,-75703,-75703,St Germain,46.912384,2.445217,-,-,-,"Innes, Lewis",-,-
23 April 1669,-84256,-84256,Perugia,43.133333,12.366667,Rome,41.5753,12.2708,"Leslie, Father William Lewis","Bartoli, Father Danielo",-
23 April 1680,-80238,-80238,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Whyteford, Charles","Innes, Lewis",-
23 April 1687,-77682,-77682,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Strachan, Robert Francis","Whyteford, Charles",-
23 April 1687,-77682,-77682,Subiaco,41.0509,13.0624,Rome,41.5753,12.2708,"Chalmers, Father Athanasius","Leslie, Don Gulielmo",-
23 August 1667,-84865,-84865,Warsaw,52.25,21,Rome,41.5753,12.2708,"Irvine, John","Talbot, Father Gilbert",-
23 August 1677,-81212,-81212,Edinburgh,55.95,-3.2,Rome,41.5753,12.2708,"Guthrie, David","Leslie, Don Gulielmo",-
23 August 1677,-81212,-81212,Rouen,49.433333,1.083333,Paris,48.5109,2.2034,"Irvine, John","Burnet, David",-
23 August 1685,-78290,-78290,Paris,48.5109,2.2034,-,-,-,"Innes, Lewis","Gordon, George, Duke of Gordon/Marquess Huntly","Gordon alias, Hippons"
23 August 1687,-77560,-77560,Edinburgh,55.95,-3.2,Paris,48.5109,2.2034,"Burnet, David","Whyteford, Charles",-
23 December 1684,-78533,-78533,Paris,48.5109,2.2034,Amiens,49.9,2.3,"Innes, Lewis","Irvine, John",-
23 December 1694,-74881,-74881,Rotterdam,51.916667,4.5,Paris,48.5109,2.2034,"Wallace, John","Whyteford, Charles",Wallace alias J Paterson; expecting a letter from Tilden in Ratisbone; Compigny is a merchant
